WEEK,tot_sales,tot_Profit,FULLCUST,tot_sales_change,tot_Profit_change,Cus_Change,NSALE1,NSALE2,NSALE3,NSALE4,NSALE5,NSALE6,NSALE7,Price1,Price1,Price3,Price4,Price5,Price6,Price7
136,38204.3948,10799.01541,2163787,-1902.118722,-1453.463087,40700,0.443375492,0.951771659,0.526485761,0,0,0.418653113,0.579421077,0.836436652,0.647313613,1.672083887,0.780961559,1.509146083,3.000836293,0.788249288
137,41423.5476,12593.09892,1885096,3219.152798,1794.08351,-278691,0.443375492,0.506184149,0.549377578,0,0,0,0.905527477,0.82801443,0.647216104,1.672083887,0.766576198,1.509146083,3.411876295,0.770565454
138,41662.28343,11804.25121,1974981,238.7358287,-788.8477081,89885,0,0.881055222,0.426620074,0,0,0,0.332263157,0.759834328,0.649007611,1.672083887,0.715857864,1.508540756,3.412666505,0.775374464
139,38118.03055,9717.957104,2099150,-3544.252885,-2086.294105,124169,0.411983548,0,1,0.001751325,0,0.009605324,0,0.65486399,0.809321694,1.672948508,0.700517815,1.510526732,3.383691844,0.821644867
140,45170.94615,10637.19482,2289219,7052.915602,919.2377205,190069,0.972476334,0.99855961,1,0.423773518,0,0.444965073,0,0.654817107,0.741664554,1.672083887,0.643589735,1.509146083,3.211420919,0.823719716
141,38358.73627,9188.300229,2157535,-6812.209881,-1448.894595,-131684,0.972476334,0.537551732,0.558387799,0.973786863,0,1,0,0.654817107,0.741664554,1.672083887,0.643589735,1.509146083,3.212180583,0.823719716
142,45834.88425,10777.30028,2329793,7476.14798,1589.000047,172258,0.966576309,0.998885934,1,0.555407978,0,1,0.009941197,0.655625056,0.743708587,1.672419836,0.644003244,1.473025032,3.212047817,0.804271489
143,46050.64965,11046.89446,2040367,215.7653998,269.5941857,-289426,0.966498049,0.112237748,1,0.55388149,0.424784914,1,0.349311274,0.659089772,0.813277894,1.673299696,0.644064285,1.29,3.228110182,0.79321197
144,45623.97657,12309.07417,2021769,-426.6730743,1262.179708,-18598,0,1,0.453713773,0.428284336,0.433115096,0,0.339693007,0.786901769,0.741126955,1.66786132,0.643305018,1.29,3.399739092,0.79692903
145,37951.37087,10100.74893,2129384,-7672.605705,-2208.325235,107615,0,0.919809435,0.461409829,0.85421513,0.446691401,0,0.357105197,0.786967412,0.74371618,1.671622658,0.643840406,1.29,3.409430406,0.781425356
146,44221.17094,11769.86056,2054689,6269.800074,1669.11163,-74695,0.413658895,0.914964945,1,0.969209748,0.419391785,0,0.341760567,0.7404334,0.745337725,1.671699865,0.647218633,1.29,3.412445208,0.766200113
147,38488.77327,10923.40746,2214358,-5732.397674,-846.4531091,159669,0.535747761,0.038235124,0,0.012056335,0.430310386,0,0.338646894,0.743465378,0.830706472,1.775680458,0.698545361,1.297266759,3.408164883,0.767678568
148,35376.79327,10184.27839,2027718,-3111.980002,-739.1290636,-186640,0,0.029869317,0,0.446163423,0,0,0.344454055,0.78811317,0.832188027,1.776167557,0.643764427,1.509278678,3.40789998,0.7649666
149,35700.17863,10332.44166,1980912,323.3853666,148.1632662,-46806,0,0.480363024,0,0.853468419,0,0,0.337891983,0.78814611,0.834921075,1.777933031,0.636406661,1.5094025,3.414243453,0.767997757
150,35004.51196,9619.541093,2072139,-695.6666707,-712.9005655,91227,0,0.480552332,0,0.576242156,0,0,0.336474967,0.787849112,0.832601307,1.780809895,0.592716468,1.509976241,3.418210802,0.768626499
151,41499.57608,9826.85292,1940679,6495.064115,207.3118267,-131460,0.970740715,0.026558421,0,1,0,0,0.337166445,0.6632883,0.819738498,1.779769805,0.592711241,1.509875077,3.417133385,0.768308635
152,51665.57007,10954.05406,2008268,10165.994,1127.201136,67589,0.971184218,1,0,0.449986655,0,0,0.332263157,0.6770017,0.659767666,1.778720198,0.592637279,1.509309905,3.416039182,0.770565454
153,37287.89896,9952.812589,2070750,-14377.67111,-1001.241467,62482,0,0.004035426,0,0.457063886,0,0,0.338271066,0.784117305,0.796645278,1.779448589,0.592709444,1.509565997,3.417046228,0.767707066
154,37699.37998,10112.98634,1979990,411.4810191,160.1737504,-90760,0,0.089872373,0,1,0,0,0.332263157,0.804083748,0.796028864,1.778720198,0.592744844,1.509146083,3.412541716,0.770565454
155,40473.18202,10990.10206,1977040,2773.80204,877.115719,-2950,0.125955126,0.004013701,0,1,0,0,0.335711899,0.80368796,0.796454256,1.778720718,0.592721382,1.509530966,3.41373113,0.776780045
156,36172.31941,9157.359726,2009671,-4300.862605,-1832.742332,32631,0.436852311,0.003977682,0,0.457720868,0,0,0,0.802842721,0.796358645,1.777912229,0.592706158,1.509520934,3.411503977,0.821138135
157,43236.5453,8596.373359,1915946,7064.22589,-560.9863669,-93725,0,0.478151309,0.012805468,0.885181393,0,0,0,0.802153151,0.592630195,1.762709747,0.605338545,1.509795601,3.414784974,0.818037961
158,83688.31354,14557.08928,1996239,40451.76824,5960.715917,80293,1,0.547643521,1,0.434650907,0,0,0,0.588991603,0.59268833,1.685759901,0.714865489,1.509222141,3.412131417,0.820632999
159,34829.90576,9445.686295,2060895,-48858.40779,-5111.402981,64656,0.011909695,0.915337784,0.997574458,0,0,0,0,0.804004547,0.605005663,1.687582975,0.713401984,1.508387404,3.410947804,0.821015299
160,34837.54342,9683.224602,2111009,7.637661303,237.5383069,50114,0,0,0,0.574899556,0,0,0.33013523,0.800669888,0.797016429,1.776539761,0.592724642,1.507730412,3.412145277,0.821961158
161,58370.02214,9392.61509,2000339,23532.47873,-290.6095125,-110670,0,1,0,0.420303138,0,0,0,0.803330188,0.59,1.77621375,0.713446093,1.507512539,3.410777128,0.821961158
162,42076.07719,13663.94195,2207720,-16293.94495,4271.326864,207381,0,0,0,0,0,0,0.33013523,0.803976469,0.795777034,1.776302362,0.713446093,1.507730412,3.410212882,0.769248934
163,35129.40159,10971.04192,2087015,-6946.6756,-2692.900029,-120705,0,0.384623738,0,0.421527462,0,0,0,0.804094781,0.796467781,1.776784893,0.713665535,1.508131567,3.41260919,0.821005547
164,49282.88344,10577.9197,2003374,14153.48184,-393.1222287,-83641,1,0.83492267,0,0.119722472,0,0,0,0.59,0.795948914,1.776302362,0.713446093,1.507730412,3.411084285,0.821749518
165,39806.66154,10281.54696,1968812,-9476.22189,-296.372734,-34562,1,0.382580789,0,0,0,0,0,0.637729626,0.796423066,1.776302362,0.713446093,1.507730412,3.403083094,0.821961158
166,35354.82295,12002.76893,1917450,-4451.838595,1721.221971,-51362,0,0.380406373,0,0,0,0.974656898,0,0.803855292,0.796501147,1.777146333,0.713446093,1.507512539,3.348634109,0.821961158
167,35614.30907,12192.52108,2406463,259.486119,189.7521502,489013,0,0,0.005391879,0,0,0.97484292,0,0.803976469,0.796694429,1.76394282,0.713446093,1.507730412,3.352253744,0.821961158
168,27106.54027,9378.096427,1772688,-8507.768794,-2814.424657,-633775,0,0.358876515,1,0,0,0,0,0.803500843,0.796440337,1.694846418,0.713256001,1.507730412,3.41416496,0.821961158
169,47553.90042,13813.29201,1990984,20447.36014,4435.195588,218296,0.559972369,0.358876515,1,0.574899556,0,0.007812128,0,0.646693486,0.796458355,1.695005607,0.59,1.507730412,3.379752514,0.821100853
170,37485.75915,10875.06612,1974978,-10068.14126,-2938.22589,-16006,0.559972369,0.003880999,1,0,0,1,0,0.646693486,0.792609595,1.694846418,0.713446093,1.507512539,3.213051784,0.825387069
171,31054.56284,11194.52028,2380263,-6431.196309,319.4541558,405285,0.122444603,0.163704541,0.999019977,0,0,0.992660596,0,0.804646659,0.758985958,1.701864819,0.71441618,1.509818548,3.232174776,0.840914955
172,28042.51008,10090.52595,1798664,-3012.052761,-1103.99433,-581599,0,0.162174181,0.071534444,0.425100444,0,0,0,0.803775499,0.758720146,1.705681204,0.713446093,1.507730412,3.412257753,0.844657817
173,85372.49536,21180.46235,1880261,57329.98528,11089.9364,81597,0,0.162710246,0.99471847,0.122488716,0,0,0,0.803775499,0.763853672,1.618289624,0.655287709,1.507730412,3.411551397,0.844657817
174,83894.96908,18673.83283,1911423,-1477.526283,-2506.629515,31162,0.005522792,0.396766801,1,1,0.416520293,1,0.430407061,0.705066132,0.70429929,1.697483301,0.59,1.453859678,3.357357352,0.763609905
175,45585.9455,14405.61624,1913221,-38309.02357,-4268.21659,1798,0,0,0.08844637,0,1,0,0.563833323,0.803775499,0.797016429,1.705211691,0.713278329,1.453859678,3.41256081,0.843662756
176,63707.79679,20165.5253,1976232,18121.85129,5759.909052,63011,0,0.986623098,1,0,1,0,0.411355971,0.803775499,0.688785887,1.59,0.713349372,1.454639089,3.411084285,0.840410554
177,51960.87118,16356.35936,1915817,-11746.92562,-3809.165939,-60415,0,0.915048881,0.464356101,0,1,0,0,0.803775499,0.68990591,1.61239459,0.713446093,1.456946249,3.411480782,0.839710054
178,34708.78794,11697.54697,1922775,-17252.08323,-4658.812387,6958,0,0,0,0,0,0,0.003951259,0.800575496,0.796814538,1.780077009,0.713425266,1.507375042,3.420569604,0.839409884
179,45965.9411,15158.80105,2025957,11257.15316,3461.254083,103182,0,0,0,0,0,0,0.45241142,0.803388259,0.797016429,1.807661876,0.728300871,1.497738494,3.463919398,0.702742314
180,94288.09238,20216.21977,1804675,48322.15128,5057.418719,-221282,0,0,0,0.570679519,1,0,0.038876835,0.803775499,0.793433992,1.808275833,0.589681074,1.453859678,3.462624547,0.793888146
181,201475.4374,-33965.31399,2085160,107187.345,-54181.53376,280485,0,1,0.010257849,0.574242489,1,0,0.827645788,0.802183495,0.389423734,1.783102722,0.59241964,1.450682692,3.455949916,0.757354942
182,43813.41641,14532.85756,1952339,-157662.0209,48498.17155,-132821,0,0.013023246,1,0,1,0,0.966246573,0.803775499,0.774411306,1.669958978,0.725711545,1.454233784,3.462985485,0.75685035
183,72038.35608,7918.896787,1899352,28224.93967,-6613.960772,-52987,1,0.996056526,1,0.859020597,1,0.003239765,0.427371978,0.5,0.684879437,1.669959198,0.59,1.453859678,3.446489322,0.758436603
184,43611.87307,9743.872698,1979818,-28426.48301,1824.975911,80466,1,0.995945241,0.997534641,0,1,1,0.454740609,0.589959509,0.688887332,1.676443899,0.728312842,1.454706338,3.33289967,0.746156611
185,40425.57498,9024.255326,1963744,-3186.298091,-719.6173726,-16074,1,0,0.373060069,0.477789299,1,1,0.631188958,0.589891707,0.796007951,1.808275833,0.727883376,1.435828616,3.332155227,0.745676522
186,45910.78081,9513.008326,1982027,5485.20583,488.7529998,18283,1,0,0.641442261,0.615369188,0.520913318,0.548026276,0.477490993,0.601937869,0.796917847,1.59,0.59,1.36,3.332155227,0.740821142
187,34195.05943,10324.75961,2081587,-11715.72138,811.7512836,99560,0.952512733,0,0,0.454762555,1,1,0.963843337,0.729085813,0.797282041,1.808275833,0.728471532,1.36,3.332462606,0.737734441
188,34722.72662,10656.21034,1935682,527.6671887,331.4507293,-145905,0.236423783,0,0,0,1,0.978335666,0.954547173,0.728880737,0.798613866,1.808275833,0.728471532,1.36,3.35014461,0.739025778
189,33832.94394,10342.73362,2071574,-889.7826806,-313.4767179,135892,0.258608985,0,0,0,1,0,0.428963309,0.735078415,0.798679904,1.808565228,0.728203876,1.36,3.463180626,0.81943296
190,57482.15158,13066.66525,2027212,23649.20765,2723.931632,-44362,0.030931903,0,0,0.712850828,1,0,0.047901563,0.789917173,0.795412401,1.808275833,0.59,1.36,3.460896709,0.752958509
191,46250.53649,12059.74273,2105241,-11231.61509,-1006.922523,78029,0.964133656,0,0,0.869400465,0.985625021,0,0.697010277,0.747828982,0.794610993,1.808275833,0.599481884,1.372075013,3.462874806,0.675767668
192,43440.8864,12001.32219,2016916,-2809.650091,-58.42053855,-88325,0.949552972,0.96967676,0,0,0,0,0.735900926,0.747828982,0.694007978,1.803031556,0.7231656,1.442798016,3.446959937,0.657874034
193,40289.2173,11948.63397,2173341,-3151.6691,-52.68821861,156425,0.76098192,0,0.024129799,0,0,0,0.758775663,0.751465889,0.798086053,1.741050189,0.723082852,1.45052452,3.383951793,0.650065771
194,36096.36911,10545.49671,2122264,-4192.848186,-1403.13726,-51077,0.005791222,0,0.71989863,0,0,0,0.808263131,0.80307768,0.818714013,1.674422356,0.722660025,1.450886928,3.381572419,0.636430997
195,42209.9327,11784.44398,1978478,6113.563585,1238.947269,-143786,0.931035682,0.980592818,0.681357093,0,0,1,0.023244223,0.747345996,0.748938589,1.675084026,0.722758161,1.450884216,3.147264768,0.759309995
196,46886.24787,13460.09766,2136922,4676.315165,1675.653681,158444,0.964133656,0.973732141,0.692597761,0,0,1,0,0.747866458,0.750004725,1.675191141,0.723082852,1.450878604,3.147813885,0.751256721
197,48222.42779,13186.15152,2190750,1336.179926,-273.946138,53828,0.88812531,0.972018919,0.686445727,0,0,1,0.102759746,0.758610569,0.722935043,1.690251832,0.722534221,1.450878604,3.147813885,0.652006957
198,43439.10263,11815.01665,2171401,-4783.325159,-1371.134873,-19349,0.005693745,0.914405583,0.079814098,0,0,0.992977227,0.881642809,0.803801878,0.749533356,1.77070753,0.723082852,1.450878604,3.193860825,0.59
199,40626.39502,11699.26915,2255146,-2812.707609,-115.7475041,83745,0,0.914405583,0.159216873,0,0,0,0.881642809,0.81932747,0.750004725,1.754515234,0.723082852,1.450878604,3.370131374,0.59
200,40937.05014,10787.55726,2007325,310.6551135,-911.7118898,-247821,0,0.016079413,0.075210821,0,0.969968673,0,0.881642809,0.81932747,0.81774597,1.77070753,0.723082852,1.29,3.337254523,0.589905294
201,39723.89147,11932.9785,1926323,-1213.158664,1145.421247,-81002,0,0,0.075210821,0,1,0,0,0.81932747,0.814415818,1.77070753,0.723044205,1.29,3.359387347,0.728457962
202,55492.75369,14216.68244,1923352,15768.86222,2283.703931,-2971,0,0.008982937,0.075210821,0.818171126,1,0,0,0.81932747,0.724178373,1.77070753,0.646508602,1.316881199,3.336187393,0.728627895
203,48482.39343,12118.39363,1974251,-7010.360262,-2098.288803,50899,0,1,0.0763037,0.831916114,0,0,0,0.81932747,0.65156952,1.769244599,0.652325718,1.447778236,3.399467001,0.728627895
204,44838.34763,11216.80755,2071237,-3644.045805,-901.5860842,96986,0,1,0.970179958,0,0,0,0.021199256,0.780474148,0.652895495,1.59,0.722788643,1.448861432,3.398043548,0.676136317
205,42260.1139,10202.20963,2124679,-2578.233723,-1014.597918,53442,0.996248154,0,0.04985385,0,0,0,1,0.738519448,0.685985213,1.769146582,0.724281047,1.419640583,3.393744883,0.627081051
206,42190.2995,9897.503789,2023371,-69.814402,-304.7058408,-101308,0.996248154,0,0.010552928,0,0.673626155,0,1,0.738519448,0.685922105,1.769580752,0.745578515,1.376816441,3.389722233,0.627081051
207,41604.71207,9963.281424,1975250,-585.5874342,65.77763578,-48121,0.996248154,0,0.010552928,0,0.673626155,0,0.99628691,0.743871775,0.686319397,1.769580752,0.824263329,1.376816441,3.38329785,0.641999892
208,41888.35791,10305.42653,2081954,283.6458388,342.1451031,106704,0,1,0.010552928,0,0.673626155,0,0,0.820009083,0.664376046,1.769580752,0.82414832,1.376816441,3.383751587,0.730260477
209,43159.93342,10697.20497,2105935,1271.575516,391.7784381,23981,0,1,0.010552928,0,0.673626155,0,0.026256996,0.820049909,0.669571721,1.769580752,0.824263329,1.383284166,3.386827302,0.678657533
210,38145.72893,9767.315077,1989860,-5014.204488,-929.8898883,-116075,0,0,0.010552928,0,0.341526723,0.372845373,0.976478854,0.820049909,0.818900195,1.769580752,0.824263329,1.446679751,3.23455548,0.629789172
212,36018.61072,9563.282788,1891567,-2127.11821,-204.0322889,-98293,0,0.003307916,0.010552928,0.014767108,0.341526723,0,0.976478854,0.820049909,0.781978094,1.769580752,0.823645618,1.446679751,3.384798519,0.63060046
213,53253.74587,13035.74893,2029776,17235.13515,3472.466145,138209,0.498802932,0.991915104,0.01070033,0,0.341526723,0,0.976478854,0.783218591,0.747888574,1.76909358,0.824263329,1.446321483,3.385916896,0.638699853
214,46789.88737,11131.2811,2057174,-6463.858496,-1904.467835,27398,0.508526099,0.991915104,0.010552928,0,0.33239131,0,0,0.785038454,0.747888574,1.769580752,0.824129058,1.446679751,3.386565845,0.732449579
215,39327.99017,10326.7583,1956555,-7461.897208,-804.522797,-100619,0.022804498,0.991915104,0.010552928,0,0.664998972,0,0,0.843817831,0.747884304,1.769580752,0.850672218,1.389506835,3.385318447,0.735194631
216,37369.27461,9598.713489,2144345,-1958.715557,-728.0448121,187790,0,0.991874378,0.03147616,0,0.315614823,0,0.007869491,0.919841553,0.747682231,1.71710109,0.924028147,1.471510907,3.384316728,0.715133583
217,44870.82011,10896.80366,1517678,7501.545503,1298.090168,-626667,0,0.991874378,0.963046109,0.04506942,0,0,0.985115653,0.919643876,0.747682231,1.63773455,0.759203273,1.54865865,3.385329457,0.677331547
218,40769.23697,9821.353598,1983683,-4101.583142,-1075.45006,466005,0,0.99194755,0.970532224,0.282021272,0,0,1,0.91912102,0.747325266,1.637975408,0.917077198,1.550379046,3.388087524,0.67621937
220,31673.42648,7828.832305,1760840,-9095.810487,-1992.521292,-222843,0.231198128,0.823468738,0.010495046,0,1,0,0,0.887060485,0.763634272,1.770288876,0.922758126,1.39,3.384226012,0.746346624
221,42974.43022,11367.91072,2029388,11301.00374,3539.078412,268548,0.231198128,0.319521987,0.026146824,0,1,0,0.008428914,0.886716004,0.813632098,1.695602663,0.922758126,1.39,3.384500934,0.720632555
222,46170.873,10075.86916,2014728,3196.442781,-1292.041559,-14660,0.231198128,0.634574242,0.970532224,0,1,0,1,0.890252008,0.746411493,1.59,0.922758126,1.39,3.385157991,0.679926599
223,39766.61739,10332.74861,2312218,-6404.255616,256.8794538,297490,0,0.412669409,0.970532224,0,1,0,0,0.918997862,0.811827258,1.59,0.922758126,1.405196724,3.38499526,0.746164248
224,28735.64725,7637.729929,1843088,-11030.97013,-2695.018684,-469130,0,0,0.974850555,0,0,0,0,0.918997862,0.817032288,1.59,0.922758126,1.550379046,3.385866436,0.746235132
225,109017.4359,-2124.041589,2100330,80281.78863,-9761.771518,257242,0,0,0.125510352,0.014391605,0,0,0,0.918997862,0.816550968,1.764687599,0.500393431,1.550379046,3.383143155,0.746079414
226,57309.12751,9013.224359,1967418,-51708.30838,11137.26595,-132912,0.770815384,0,0.010428265,0.585596791,0,0,0,0.689937571,0.817032288,1.770413611,0.813372009,1.550379046,3.385064264,0.746495802
227,50273.05739,9495.467857,1727548,-7036.070116,482.2434981,-239870,1,0,0.008876913,0,0,0.004386864,0,0.705270628,0.817032288,1.71139178,0.910859324,1.550427292,3.344712414,0.747725534
228,44492.22133,11057.20401,1915584,-5780.836058,1561.73615,188036,0,0,1,0,0,1,0,0.91912102,0.817032288,1.586838305,0.910168316,1.550688531,3.236047935,0.747725534
229,43265.76568,10917.81628,1788422,-1226.455655,-139.3877232,-127162,0,0,1,0,0,1,0,0.919017727,0.817032288,1.586848737,0.915222968,1.550428678,3.236047935,0.747182428
230,48736.23702,11279.83972,1921733,5470.47134,362.023438,133311,0,0,1,0,0,1,0.725042209,0.919276609,0.817148878,1.586838305,0.917879634,1.550311836,3.235781596,0.659881691
231,120671.7801,26984.69338,1820150,71935.5431,15704.85365,-101583,0,0.265476359,1,0,0,1,0.931923565,0.918899565,0.776931654,1.586838305,0.920546332,1.550688531,3.235207105,0.680690443
232,48736.23702,11279.83972,1864199,-71935.5431,-15704.85365,44049,0,0,1,0,0,1,0.725042209,0.919276609,0.817148878,1.586838305,0.917879634,1.550311836,3.235781596,0.659881691
233,120671.7801,26984.69338,2046248,71935.5431,15704.85365,182049,0,0.265476359,1,0,0,1,0.931923565,0.918899565,0.776931654,1.586838305,0.920546332,1.550688531,3.235207105,0.680690443
234,52901.66485,9242.084248,2018031,-67770.11527,-17742.60913,-28217,0.668469098,0.408922234,0.998074945,0.668867676,0.680214076,1,0.886585389,0.884236026,0.831097049,1.770826929,0.920832068,1.449999999,3.331895369,0.5
235,69654.56001,8742.723826,1912953,16752.89515,-499.3604217,-105078,0.78031641,0,0.880735879,0.957900227,0.680214076,1,0.99305697,0.884342131,0.890793707,1.500668064,0.660330773,1.449999999,3.220206681,0.537860099
236,48405.73133,8261.728353,1673048,-21248.82867,-480.9954731,-239905,0.73146613,0,0.111552453,0.394449085,0.682259676,1,0,0.660734285,0.891496258,1.766725846,0.904575233,1.449999999,3.220188271,0.746171528
237,47255.41889,9614.301536,2031613,-1150.312448,1352.573183,358565,0.394010328,0.892477863,0,0,0.680214076,1,0,0.876386515,0.690029954,1.770826929,0.918677478,1.45995875,3.220983772,0.745383455
238,38233.20432,10604.74922,2076701,-9022.214563,990.4476832,45088,0,0.551442776,0,0,0,1,0,0.886651996,0.875611156,1.77022216,0.916647848,1.550690218,3.220983772,0.745383455
239,41968.0996,9546.0559,1845870,3734.895282,-1058.693319,-230831,0.633042106,0.049848057,0,0,0,1,0,0.737753251,0.891496258,1.770826929,0.921638174,1.550688531,3.222879949,0.741508975
240,38090.9143,10434.98114,2079844,-3877.185302,888.925243,233974,0.434784117,0.049848057,0,0,0,0.988235304,0,0.875274142,0.890019595,1.785904629,0.905952522,1.528394784,3.248531756,0.734361877
241,40046.21243,10970.85175,1961676,1955.298126,535.8706035,-118168,0,0.049848057,0,0,0,0,0,0.876775196,0.88916967,1.818309389,0.891028886,1.512232375,3.383388029,0.733304335
242,46822.40692,9158.102116,1978377,6776.194491,-1812.749631,16701,0,0.049848057,0,0,0,0,0.709958243,0.880820618,0.785134857,1.818239592,0.891411943,1.511350619,3.3869705,0.580375366
243,41471.27911,7388.212952,1802598,-5351.12781,-1769.889164,-175779,0,0.989733357,0,0,0,0,0.953835625,0.879205607,0.69,1.81750398,0.890443036,1.51081928,3.387831696,0.619354258
244,42487.12494,8304.572357,2074511,1015.845829,916.3594053,271913,0,0.989733357,0,0,0,0,0,0.880209586,0.69,1.81750398,0.885164524,1.51081928,3.38340251,0.733725023
245,39124.57487,8285.734903,1988642,-3362.550064,-18.83745406,-85869,0,0.989733357,0,0,0,0,0,0.887270844,0.700618483,1.81750398,0.882630706,1.51081928,3.383376313,0.733909242
246,31968.98825,8915.533993,2123735,-7155.586627,629.7990895,135093,0,0.049848057,0,0,0,0,0,0.887270844,0.88916967,1.81750398,0.888367005,1.510882326,3.382908022,0.733426644
247,35672.29015,10457.78396,2032498,3703.301905,1542.249964,-91237,0,0.049848057,0.026390221,0,0,0,0,0.887270844,0.88916967,1.732952941,0.890443036,1.484066835,3.426231407,0.733426644
248,53907.66838,12396.42379,1979778,18235.37823,1938.639837,-52720,0,0.739497179,1,0.000503985,1,0,0,0.887213662,0.74412402,1.614273666,0.880410108,1.441752698,3.511792922,0.732458561
249,43326.50901,12428.09742,1586092,-10581.15938,31.67362226,-393686,0,0.537537407,1,0.003102431,1,0,0,0.887270844,0.879492098,1.614273666,0.888116438,1.441752698,3.511722118,0.733167516
250,41891.64218,7845.71853,2053634,-1434.866825,-4582.378886,467542,0,0.049848057,1,0.770116683,1,0,0,0.887178411,0.88916967,1.614273666,0.501512039,1.446623657,3.511722118,0.733426644
251,33490.45204,10392.47328,2154686,-8401.190138,2546.754751,101052,0,0.049848057,0.162000445,0.507393775,0,0,0,0.887270844,0.88916967,1.815098178,0.864032236,1.509013921,3.511722118,0.733426644
252,47038.38702,11129.35661,1970368,13547.93497,736.8833291,-184318,0.629764671,0.050965274,0,0,0,0,0,0.741326025,0.827038026,1.817035765,0.888225942,1.509013921,3.51333506,0.732260436
253,36903.8055,9708.899498,2104869,-10134.58151,-1420.457112,134501,0.440496079,0.989733357,0,0,0,0,0,0.877696281,0.746250061,1.816798896,0.888225942,1.508820746,3.516690716,0.732937047
254,33943.76141,9369.002491,1952608,-2960.044098,-339.8970071,-152261,0,0.989733357,0,0,0,0,0.050401838,0.887270844,0.746250061,1.816798896,0.888225942,1.484524892,3.516869604,0.720491792
255,136950.013,-25065.46905,2051193,103006.2516,-34434.47155,98585,0.734431894,0.989733357,0,0,1,0,0.921253814,0.709872187,0.722320035,1.816798896,0.390079142,1.441752698,3.516869604,0.69148632
256,51318.99257,11421.55047,2001313,-85631.02043,36487.01953,-49880,0.936843691,0.991106778,0.015131968,0.003783952,1,0.003958914,0.919306823,0.718566881,0.726923326,1.729880068,0.728004104,1.441752698,3.455635301,0.694802122
257,47088.07019,9185.972028,1797701,-4230.922378,-2235.578445,-203612,0.466929534,1,1,0,1,1,0.918099725,0.875635201,0.638587537,1.59,0.84974194,1.441730379,3.314047579,0.693952959
258,50744.18249,11872.26589,1686125,3656.1123,2686.293867,-111576,0.578821473,0.586318995,1,0.049209769,1,1,0.848937149,0.779446289,0.86341463,1.59,0.851554013,1.441752698,3.314116357,0.702804048
259,35182.61811,8555.704958,1131040,-15561.56438,-3316.560937,-555085,0.437561461,0,1,0.046787423,1,1,0.850430019,0.843086416,0.883804677,1.59,0.868669465,1.440558545,3.313778735,0.588904504
260,35363.88109,8233.11002,2068568,181.2629803,-322.5949384,937528,1,0,1,0,1,1,0.319916937,0.73345618,0.880608435,1.59,0.880501854,1.439561694,3.312515243,0.72087718
261,36069.70416,8846.731963,1992754,705.8230674,613.6219431,-75814,1,0,0.982675128,0,1,0.991196776,0,0.751452518,0.880461,1.621975178,0.881957668,1.439592878,3.362648273,0.730598695
266,34600.81868,11236.59595,1094480,-1468.885483,2389.863986,-898274,0,0,0,0,1,0,0,0.882905814,0.880608435,1.814799968,0.882060999,1.443206292,3.456255913,0.73072463
267,32076.43604,10371.65303,1748239,-2524.382639,-864.9429155,653759,0,0.017712535,0,0,0,1,0,0.882048611,0.877552462,1.814722149,0.881678345,1.505484305,3.311629817,0.729943965
268,38392.99702,10119.20955,1707399,6316.560985,-252.4434785,-40840,0.66670912,0.017712535,0,0,0,1,0,0.736181873,0.876153688,1.813978626,0.880317481,1.505146823,3.344527286,0.728079607
269,33365.84195,8677.528359,1424083,-5027.155076,-1441.681195,-283316,0.401118607,0,0,0,0,0,0.837526525,0.85248943,0.87858684,1.813978626,0.880317481,1.504976075,3.509916237,0.635664413
270,42826.38147,7668.736848,1681154,9460.539526,-1008.791511,257071,0.922364273,0.824141713,0,0,0,0,0.313225338,0.821459166,0.660288806,1.813978626,0.880317481,1.504879665,3.509656937,0.699284192
271,36968.523,9660.099943,2295875,-5857.858472,1991.363095,614721,0.922364273,0.412101454,0,0,0,0,0.910546907,0.825093663,0.865097518,1.819267484,0.880788022,1.505146823,3.510498141,0.661083023
272,64396.87571,12779.89223,1720211,27428.35271,3119.792291,-575664,0,0,0,0.828797908,0,0,0.910546907,0.882032285,0.883368167,1.845614963,0.59,1.505146823,3.510498141,0.661083023
273,39672.94133,9768.249325,1921148,-24723.93437,-3011.642908,200937,0.757572231,0.020909283,0.014712277,0.511674845,0.003226243,0,0.910546907,0.72407656,0.860944181,1.820502112,0.847175059,1.483989863,3.469911339,0.661083023
274,36058.3163,9739.435497,1357788,-3614.625035,-28.81382792,-563360,0.429864152,0.922172765,1,0.014782348,0.938422155,1,0.910546907,0.874290639,0.824399659,1.773447728,0.852883335,1.434245988,3.367283839,0.661083023
275,35242.9098,9398.668481,1489289,-815.406502,-340.7670168,131501,0,0.922172765,1,0.920579399,0.938422155,1,0.910546907,0.882032285,0.823864158,1.773447728,0.820886601,1.434245988,3.36781735,0.661083023
276,27298.75184,7539.283291,1911836,-7944.157953,-1859.38519,422547,0,0.917260123,1,0.920579399,0.938271358,1,0.910546907,0.882032285,0.828645267,1.773447728,0.820863166,1.434112045,3.367740932,0.661083023
277,44667.84322,10000.8412,1960056,17369.09137,2461.557908,48220,0.68777659,0,1,0.920579399,0.938271358,1,0.910546907,0.745204108,0.882699598,1.773216557,0.821095371,1.434112045,3.36759758,0.661083023
280,27020.14598,6269.475706,1813356,-17647.69723,-3731.365492,-146700,0,0,1,1,0.938222847,1,0.90996642,0.882032285,0.882694774,1.773447728,0.713309869,1.43406896,3.367757828,0.660899386
