WEEK,tot_sales,tot_Profit,FULLCUST,tot_sales_change,tot_Profit_change,Cus_Change,NSALE1,NSALE2,NSALE3,NSALE4,NSALE5,NSALE6,NSALE7,Price1,Price1,Price3,Price4,Price5,Price6,Price7
281,73198.21334,13074.24584,1909047,46178.06736,6804.770135,95691,0.698880191,0,1,1,0.938173837,1,0.182534557,0.686002114,0.87650529,1.773447728,0.712689115,1.434263136,3.367733035,0.726140839
282,47308.22068,9574.740636,1822344,-25889.99266,-3499.505205,-86703,0.001728181,0.013206431,0.08245664,1,0.938173837,0.093696032,0,0.851045288,0.852998792,1.844522796,0.689919051,1.436920434,3.510355716,0.728417893
283,39558.32586,10214.22514,1989206,-7749.894822,639.4845069,166862,0.922364273,0.861732314,0.027761209,0.383032424,0,0,0.002163067,0.820172295,0.813501159,1.814900425,0.846368107,1.50508974,3.509943955,0.704367865
286,59912.67352,14206.70021,1822297,20354.34766,3992.475071,-166909,0.93114451,0.919947302,0.517460748,0,0,0,0,0.814728333,0.689655827,1.695187695,0.817994095,1.50668368,3.508644919,0.728160561
287,131863.1091,31561.3381,1960324,71950.43557,17354.63788,138027,0.356343699,0.538058614,0,0,0,0,0,0.685808403,0.855031226,1.828148348,0.872492236,1.50546592,3.50807929,0.727898615
288,38258.58832,10454.83069,1864038,-93604.52077,-21106.5074,-96286,0.248340996,0,0,0.01595507,0,0,0.879952587,0.798376536,0.870754141,1.831581485,0.765335924,1.50546592,3.509519245,0.500041843
289,35468.36074,11481.53018,1825462,-2790.22758,1026.699488,-38576,0.93114451,0,0,1,0.003674058,0,0.16155362,0.718261175,0.877224565,1.812546164,0.690885107,1.439137932,3.512904261,0.681072421
290,38914.99786,9999.971576,1834216,3446.637123,-1481.558607,8754,0,0,0,1,1,0,0.907938018,0.631688788,0.877224565,1.81162376,0.691531429,1.333339551,3.512783457,0.623934459
291,36780.41241,9363.407746,1386253,-2134.585456,-636.5638299,-447963,0.016642158,0.008485347,0,0.994591203,1,0,0.907938018,0.629451276,0.834688925,1.828997887,0.719221027,1.333339551,3.512177583,0.623903439
292,31390.84869,8611.591466,1746031,-5389.563721,-751.81628,359778,0.016642158,1,0,0,1,0,0.903535687,0.671591693,0.764337213,1.828675234,0.877932004,1.333339551,3.511514953,0.656460531
293,41133.353,9501.090352,1835056,9742.504316,889.498886,89025,0.793480356,1,0,0,1,0,0.628905328,0.66082682,0.774754419,1.829638216,0.878530869,1.347015105,3.511978532,0.652311081
294,40749.64475,7541.663696,1861680,-383.7082559,-1959.426656,26624,0.371182033,0,0,0.922565369,0,0,0.723723973,0.873105739,0.884692713,1.829638216,0.660164729,1.505192035,3.51257877,0.673202157
295,37501.24416,10396.42157,1828001,-3248.400584,2854.757872,-33679,0.757463449,0.002239088,0,0.459653033,0,0,0,0.660822847,0.867342453,1.823924408,0.857572201,1.50546592,3.512859102,0.728680329
296,32147.31797,8986.887451,2036450,-5353.926192,-1409.534118,208449,0.412804782,0.768499516,0,0,0.014192912,0,0,0.872597453,0.715304949,1.829638216,0.882424655,1.34394832,3.495005548,0.728680329
297,40639.30275,8434.020665,1966625,8491.984783,-552.8667858,-69825,0,0,0,0,1,0.842674103,0,0.882906805,0.612235718,1.829638216,0.882424655,1.221795571,3.46601213,0.728680329
298,34097.54292,8644.047318,1949767,-6541.759838,210.0266532,-16858,0,0,0.035566981,0.009084685,1,0.842364321,0.629759353,0.875767893,0.649077965,1.809376808,0.856893284,1.2723978,3.46602398,0.65293902
299,39546.98315,12107.83852,1700215,5449.440232,3463.7912,-249552,0.185631446,0.648949757,0.830598732,0.784927805,0.829153181,0.840292763,0.222459601,0.866330402,0.781042541,1.779607624,0.833237054,1.442500343,3.471370612,0.724317864
300,35557.73772,11484.71184,1772545,-3989.245428,-623.1266766,72330,0.185631446,0.811775164,0.830598732,0.784927805,0.829153181,0.013987499,0,0.868604101,0.788678097,1.779607624,0.83262954,1.44734811,3.495227984,0.729981178
301,46153.96199,12240.38776,1995602,10596.22427,755.6759176,223057,0.756248342,0.808602333,0.830598732,0.784927805,0.009078443,0.829069857,0,0.660432061,0.817281851,1.779607624,0.833030045,1.480672795,3.466440719,0.732227407
302,39531.596,12715.09306,1720750,-6622.36599,474.7053023,-274852,0.501265805,0.809995726,0.826059209,0.783124894,0.829153181,0.82389484,0,0.873408424,0.78071079,1.783607882,0.837258614,1.447673509,3.470428238,0.732227407
303,32321.61871,10786.26104,2037216,-7209.977292,-1928.832024,316466,0,0.811440654,0,0,0.829153181,0,0,0.885741402,0.780889786,1.829638216,0.882424655,1.45328015,3.512959115,0.732227407
304,41637.5156,10843.62372,1815017,9315.89689,57.36268003,-222199,0.691943914,0.374805502,0,0,0.829153181,0,0,0.640664192,0.878626085,1.829638216,0.882424655,1.458573459,3.512828316,0.732227407
305,59348.61046,14333.52963,2000168,17711.09486,3489.905911,185151,0.540528226,0.51080574,0,0,0,0,0,0.860615636,0.660430193,1.771172242,0.882424655,1.512335159,3.476532545,0.732227407
306,44637.5282,11821.77037,1944260,-14711.08226,-2511.759264,-55908,0.783301199,0,0,0,0,0,0.941798176,0.852329849,0.867632565,1.696391315,0.882424655,1.512335159,3.418236593,0.599421663
307,64426.24183,7378.65876,1892541,19788.71363,-4443.111605,-51719,1,0,0,0,0,0,0,0.59,0.884411827,1.696391315,0.883059405,1.512412759,3.418610709,0.714738841
308,31378.4614,9943.233413,1331389,-33047.78043,2564.574653,-561152,0.009179839,0,0.762198657,0.775385823,0,0,0,0.86717094,0.886652081,1.667678369,0.85463165,1.513161534,3.418033357,0.732227407
309,53530.40219,17915.69177,1693942,22151.94079,7972.458356,362553,1,0,0.809890444,0.770147628,0,0,0,0.689785946,0.885753556,1.654615178,0.84823366,1.513067919,3.418722725,0.732369434
310,49243.90374,13641.01402,1724099,-4286.498456,-4274.677748,30157,0.053273657,0.938640208,0,0,0,0,0,0.875043202,0.69,1.696391315,0.883864546,1.513067919,3.418610709,0.732006935
311,47801.35046,12169.80271,1951332,-1442.553275,-1471.211309,227233,1,0.880971534,0,0,0.953887719,0,0,0.593032933,0.740068326,1.696413809,0.884763366,1.388265328,3.418890383,0.732227407
312,25756.291,7616.816698,1989727,-22045.05946,-4552.986014,38395,1,0,0,0,0,0,0,0.59,0.877636897,1.696193916,0.884763366,1.503586725,3.4204223,0.732227407
313,34950.58518,9246.934002,1901345,9194.294177,1630.117305,-88382,1,0.80136273,0.839786924,0.804269644,0,0.570071369,0.939908144,0.59,0.840724817,1.643273829,0.836257942,1.515070896,3.406232691,0.590739688
318,30038.5882,9951.281441,1874264,-4911.996984,704.3474381,-27081,0.791159126,0,0,0,0,0.829055361,0,0.853528319,0.887581858,1.696391315,0.885958583,1.514019081,3.381412836,0.732227407
319,30115.06703,10176.89913,1714703,76.47883069,225.6176943,-159561,0,0,0,0,0,0,0,0.88652765,0.887581858,1.696391315,0.885958583,1.514104838,3.418705792,0.732227407
320,28505.26309,9359.794966,1888364,-1609.803932,-817.1041693,173661,0,0,0.731372399,0.763711083,0,0,0,0.886593189,0.887581858,1.671992754,0.860625354,1.514019081,3.420015325,0.732227407
321,32973.34508,9825.95768,1832819,4468.081982,466.1627143,-55545,0,0.787309539,0.83371432,0.790975815,0.797477995,0,0,0.886593189,0.860268235,1.650976292,0.84300555,1.476826644,3.418079423,0.732227407
322,41647.96254,11668.49351,1811094,8674.617467,1842.535829,-21725,0.791159126,0.791505611,0.832314182,0.792451879,0.821414802,0,0,0.784714945,0.842691117,1.650976292,0.84300555,1.442056117,3.419699969,0.732227407
323,32456.99749,9063.681103,1961861,-9190.965056,-2604.812406,150767,0,0.791889708,0.815790926,0.790178455,0.828494357,0,0,0.882923827,0.842691117,1.658544541,0.84300555,1.442056117,3.418912695,0.732227407
324,24127.4724,6850.168918,1642487,-8329.525087,-2213.512184,-319374,0,0.791889708,0,0.765149355,0.828494357,0,0,0.886593189,0.842691117,1.695731328,0.852045126,1.442056117,3.418598087,0.732227407
325,30984.24748,8621.829707,1910515,6856.775075,1771.660789,268028,0,0.791889708,0,0,0.824442722,0.753070432,0,0.886844822,0.843367652,1.696559689,0.886457571,1.458745464,3.398861056,0.732358359
326,32021.20908,8692.420507,1809870,1036.961609,70.59080002,-100645,0.294517178,0.762969557,0,0,0,0.781968371,0,0.864737557,0.849877021,1.697155416,0.886773767,1.514913405,3.379461878,0.732982326
327,31538.85854,7594.698918,1976284,-482.3505428,-1097.721589,166414,0.294517178,0.855040736,0,0,0.743175392,0.7864835,0,0.868951634,0.747832565,1.697349896,0.886773767,1.473019394,3.38476433,0.732982326
328,22803.35967,5464.304032,1882979,-8735.498872,-2130.394886,-93305,0,0.855040736,0,0,0.789275244,0.774891997,0,0.88695211,0.747693889,1.697349896,0.886773767,1.439184662,3.379643353,0.732982326
329,27573.70481,7534.485762,1863766,4770.345141,2070.18173,-19213,0,0,0,0,0.788916898,0,0,0.888068026,0.883257968,1.697349896,0.886773767,1.439184662,3.419796618,0.732982326
330,142463.8399,-11525.86436,1835608,114890.135,-19060.35013,-28158,0,0,0.910713353,0.954781254,0.783670142,0,0,0.887684329,0.888851328,1.499830455,0.425081609,1.451114999,3.421091209,0.732661536
331,32584.16126,8782.423026,1739538,-109879.6786,20308.28739,-96070,0,0,0,0,0,0,0.730191318,0.887741298,0.888851328,1.691852267,0.750126137,1.514215306,3.420268887,0.677567224
372,33219.57434,10352.58818,1178359,635.4130793,1570.16515,-561179,0.010520887,0.79201167,0,0,0,0,0,0.887032926,0.84479297,1.690842638,0.885999802,1.515470609,3.419422298,0.78377138
373,46635.79206,12867.39412,1597037,13416.21772,2514.80594,418678,0.808284236,0.808256607,0,0,0,0,0,0.780409852,0.8460721,1.693601308,0.887393028,1.515645831,3.420431501,0.800167056
374,34738.99503,11608.41345,1615023,-11896.79703,-1258.980664,17986,0,0.807012954,0.000706456,0.000172864,0,0,0,0.907265013,0.852345088,1.69130753,0.913439002,1.520446579,3.428728785,0.85940824
375,31535.89316,11303.0287,1922119,-3203.10186,-305.3847526,307096,0,0.000109902,0,0,0,0,0,0.971449751,0.898245873,1.69743719,0.992343065,1.520347963,3.429091074,0.85940824
376,35031.50066,11883.91359,2296200,3495.607496,580.8848927,374081,0,0.000109902,0,0,0.674181378,0.661730146,0,0.971310302,0.898245873,1.696176647,0.992343065,1.482292136,3.348579356,0.85940824
377,34708.65427,11125.69295,1677168,-322.8463917,-758.2206365,-619032,0,0.000109902,0,0,0.843326843,0.841224085,0,0.971449751,0.898245873,1.698878013,0.990416421,1.425178004,3.18079524,0.85940824
378,26429.37437,8500.480234,1944649,-8279.279903,-2625.212721,267481,0,0.000109902,0,0,0.847433304,0.832418134,0,0.971080289,0.898245873,1.697871971,0.991452616,1.425154564,3.230910309,0.859427525
379,36024.2568,11940.94124,1926320,9594.882434,3440.461008,-18329,0,0.00011122,0,0,0.843326843,0.841224085,0,0.971456135,0.898798344,1.69831841,0.989762441,1.425178004,3.429091074,0.859433765
380,36919.70942,12597.83134,2060374,895.4526161,656.8901009,134054,0,0.000109902,0,0,0.846308201,0.840903175,0,0.971037833,0.897862516,1.699148542,0.99245701,1.42512661,3.429170537,0.859433765
381,30286.75155,10193.13597,1911717,-6632.957869,-2404.695374,-148657,0,0.00011122,0,0,0.83736791,0.841224085,0,0.971504768,0.899630409,1.699613986,0.99245701,1.450909546,3.429091074,0.859433765
382,32771.90286,11246.77413,1758712,2485.151317,1053.638157,-153005,0,0.00011122,0,0,0,0.834935508,0,0.971504768,0.899630409,1.700236954,0.990137159,1.519919103,3.429573708,0.859433765
383,40871.913,14072.41507,1788187,8100.010131,2825.640943,29475,0,0.000109902,0,0,0,0.829992216,0,0.971504768,0.898245873,1.700465391,0.991568415,1.520446579,3.429091074,0.859433765
388,199021.6795,83727.87847,2052069,158149.7665,69655.46341,263882,0,0,0.845835397,1,0,0,0,0.957509269,0.889002724,1.587031851,0.687745988,1.519740475,3.412511249,0.859433765
389,76707.91884,24540.61929,1746952,-122313.7607,-59187.25919,-305117,0.192153751,0,0,0,0,0,0,0.790202123,0.898020136,1.69364053,0.874712891,1.519919103,3.39120275,0.859433765
390,56744.30914,17253.94577,1659875,-19963.6097,-7286.673514,-87077,0.003627049,0,0,0,0,0.752876248,0.999502667,0.940588276,0.896282366,1.692407239,0.948746787,1.519854292,3.365329493,0.69
391,48219.85144,15442.45485,1791648,-8524.457698,-1811.490929,131773,1,0,0,0,0,1,0,0.62146862,0.899697301,1.692986652,0.915358642,1.5202482,3.319612944,0.84024776
394,47963.19093,16625.37357,2113718,-256.6605106,1182.91872,322070,0.959257597,0.029555636,0,0,0,0.997960325,0,0.867359228,0.889999757,1.684911097,0.91212763,1.519790042,3.319612944,0.859433765
395,31889.30379,11466.24111,2017553,-16073.88713,-5159.132453,-96165,0,0.029555636,0,0,0,0.994591915,0,0.95138942,0.889999757,1.691425695,0.920773334,1.520006427,3.322039312,0.859433765
396,34322.65192,12336.47595,1653455,2433.34813,870.2348371,-364098,0,0.470597489,0,0,0,0,0,0.957442213,0.875227739,1.693030823,0.92034435,1.519919103,3.393017702,0.859433765
397,35959.1256,12708.66749,2047570,1636.473681,372.1915376,394115,0,0.758997406,0,0,0,0,0,0.957523498,0.863321817,1.69317421,0.920773334,1.51901331,3.393648248,0.859433765
398,34884.87731,12366.51651,1927384,-1074.24829,-342.1509737,-120186,0,0.758997406,0,0,0,0,0,0.957442213,0.864067956,1.693108765,0.920773334,1.519740475,3.39343158,0.859433765
